"","Country","Subject.Descriptor","Units","Scale","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021"
"131","Algeria","General government gross debt","National currency","Billions",2390,2293.94,2319.13,2173.87,2165.15,1989.67,2009.41,1263.2,889.728,974.348,1258.11,1350.11,1511.65,1180.92,1319.42,1459.57,3579.68,5060.39,7734.03,9350.18,10411.21,13035.91
"132","Algeria","General government gross debt","Percent of GDP","",57.96,54.267,51.276,41.389,35.211,26.311,23.636,13.506,8.056,9.775,10.492,9.254,9.326,7.094,7.658,8.733,20.438,26.808,37.815,45.771,55.605,58.48
"133","Algeria","Gross domestic product corresponding to fiscal year, current prices","National currency","Billions",4123.5,4227.1,4522.8,5252.3,6149.1,7562,8501.64,9352.89,11043.7,9968.03,11991.56,14589,16209.6,16647.9,17228.6,16712.69,17514.6,18876.2,20452.3,20428.3,18723.5,22291.12
"134","Algeria","Current account balance","U.S. dollars","Billions",9.142,7.06,4.359,8.808,11.116,21.183,28.95,30.6,34.449,0.411,12.157,19.802,12.29,0.835,-9.436,-27.29,-26.473,-22.331,-16.914,-16.955,-18.711,-12.492
"135","Algeria","Current account balance","Percent of GDP","",16.699,12.896,7.68,12.979,13.027,20.526,24.738,22.671,20.146,0.299,7.541,9.9,5.879,0.398,-4.413,-16.442,-16.542,-13.12,-9.645,-9.911,-12.677,-7.626
"136","Andorra","Gross domestic product, constant prices","National currency","Billions",1.992,2.153,2.251,2.447,2.646,2.789,2.923,2.968,2.803,2.655,2.602,2.602,2.473,2.385,2.445,2.48,2.572,2.581,2.622,2.675,2.354,2.484
"137","Andorra","Gross domestic product, constant prices","Percent change","",NA,8.119,4.546,8.694,8.136,5.398,4.809,1.553,-5.559,-5.303,-1.975,-0.008,-4.974,-3.548,2.504,1.434,3.71,0.346,1.589,2.017,-11.969,5.5
"138","Andorra","GDP Domestic Currency","National currency","Billions",1.551,1.729,1.866,2.092,2.332,2.541,2.755,2.888,2.789,2.645,2.602,2.607,2.482,2.405,2.463,2.515,2.617,2.656,2.725,2.818,2.508,2.681
"139","Andorra","GDP U.S. Dollars","U.S. dollars","Billions",1.429,1.547,1.758,2.362,2.896,3.158,3.456,3.952,4.082,3.675,3.446,3.625,3.189,3.193,3.267,2.789,2.895,2.993,3.217,3.155,2.858,3.213
"140","Andorra","Gross domestic product, current prices","Purchasing power parity; international dollars","Billions",2.221,2.456,2.607,2.89,3.209,3.488,3.769,3.931,3.783,3.606,3.577,3.651,3.571,3.563,3.718,3.784,4.072,4.215,4.384,4.552,4.056,4.433
"141","Andorra","Gross domestic product, deflator","Index","",77.879,80.278,82.879,85.512,88.114,91.107,94.256,97.283,99.496,99.627,100,100.197,100.372,100.822,100.737,101.403,101.755,102.912,103.954,105.381,106.507,107.943
"142","Andorra","Gross domestic product per capita, constant prices","National currency","Units",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37022.48,37294.33,35446.26,34087.13,34641.77,34569.37,35178.44,34503.04,34414.85,34490.54,30178.67,31244.03
"143","Andorra","Gross domestic product per capita, constant prices","Purchasing power parity; 2017 international dollar","Units",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60467.09,60911.09,57892.72,55672.92,56578.79,56460.54,57455.31,56352.2,56208.17,56331.79,49289.42,51029.42
"144","Andorra","GDP p.c. Domestic currency","National currency","Units",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37022.48,37367.71,35578,34367.26,34897.12,35054.23,35795.91,35507.66,35775.5,36346.54,32142.4,33725.83
"145","Andorra","GDP p.c. U.S. Dollars","U.S. dollars","Units",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49030.23,51957.31,45713.97,45630.2,46299.28,38877.49,39595.32,40017.74,42229.9,40688.49,36630.55,40417.27
"146","Andorra","Gross domestic product per capita, current prices","Purchasing power parity; international dollars","Units",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50887.54,52326.28,51193.13,50929.55,52686.15,52747.89,55695.33,56352.2,57550.89,58709.27,51988.72,55763.62
"148","Andorra","Gross domestic product based on purchasing-power-parity (PPP) share of world total","Percent","",0.004,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.004,0.003,0.003,0.003,0.003,0.003
"149","Andorra","Implied PPP conversion rate","National currency per current international dollar","",0.698,0.704,0.716,0.724,0.727,0.728,0.731,0.735,0.737,0.734,0.728,0.714,0.695,0.675,0.662,0.665,0.643,0.63,0.622,0.619,0.618,0.605
"152","Andorra","Inflation, average consumer prices","Index","",NA,75.028,77.375,79.741,82.056,84.951,88.081,90.423,94.353,93.204,94.798,97.215,98.642,99.108,99.013,97.891,97.477,100.001,101.285,102.036,102.298,104.035
"153","Andorra","Inflation, average consumer prices","Percent change","",NA,NA,3.129,3.058,2.903,3.528,3.684,2.659,4.345,-1.217,1.71,2.55,1.468,0.472,-0.096,-1.133,-0.423,2.59,1.284,0.742,0.257,1.698
"154","Andorra","Inflation, end of period consumer prices","Index","",NA,76.18,78.52,80.69,83.36,86.09,88.69,92.31,93.12,94.06,95.65,97.72,98.75,98.93,98.07,97.55,98.47,100.81,101.567,102.592,102.385,104.74
"155","Andorra","Inflation, end of period consumer prices","Percent change","",NA,NA,3.072,2.764,3.309,3.275,3.02,4.082,0.877,1.009,1.69,2.164,1.054,0.182,-0.869,-0.53,0.943,2.376,0.751,1.009,-0.202,2.3
"161","Andorra","Unemployment","Percent of total labor force","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.225,3.975,6.175,6.325,5.8,3.575,3.025,1.725,1.525,1.775,2.85,3.1
"162","Andorra","Employment","Persons","Millions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043,0.042,0.04,0.04,0.04,0.041,0.042,0.043,0.045,0.045,0.045,0.045
"163","Andorra","Population","Persons","Millions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.07,0.07,0.07,0.071,0.072,0.073,0.075,0.076,0.078,0.078,0.079
"164","Andorra","General government revenue","National currency","Billions",NA,0.47,0.484,0.543,0.595,0.591,0.653,0.714,0.731,0.697,0.74,0.768,0.8,0.848,0.831,0.878,1.006,1.008,1.049,1.071,1.022,1.023
"165","Andorra","General government revenue","Percent of GDP","",NA,27.202,25.935,25.935,25.512,23.253,23.69,24.722,26.212,26.358,28.453,29.466,32.228,35.272,33.763,34.905,38.426,37.973,38.478,38.016,40.75,38.159
"166","Andorra","General government total expenditure","National currency","Billions",NA,0.459,0.466,0.506,0.552,0.593,0.693,0.796,0.821,0.79,0.75,0.758,0.841,0.767,0.779,0.827,0.892,0.92,0.974,1.003,1.093,1.13
"167","Andorra","General government total expenditure","Percent of GDP","",NA,26.551,24.964,24.174,23.654,23.34,25.138,27.556,29.418,29.861,28.802,29.058,33.883,31.911,31.615,32.904,34.071,34.646,35.724,35.594,43.594,42.139
"168","Andorra","General government net lending/borrowing","National currency","Billions",NA,0.011,0.018,0.037,0.043,-0.002,-0.04,-0.082,-0.089,-0.093,-0.009,0.011,-0.041,0.081,0.053,0.05,0.114,0.088,0.075,0.068,-0.071,-0.107
"169","Andorra","General government net lending/borrowing","Percent of GDP","",NA,0.652,0.971,1.761,1.858,-0.087,-1.448,-2.834,-3.206,-3.503,-0.349,0.408,-1.655,3.361,2.148,2.001,4.355,3.327,2.754,2.421,-2.844,-3.979
"176","Andorra","General government gross debt","National currency","Billions",NA,0.273,0.285,0.317,0.352,0.375,0.445,0.533,0.7,0.823,0.908,0.952,1.033,1.024,1.035,1.03,1.041,1.005,0.991,0.998,1.173,1.382
"177","Andorra","General government gross debt","Percent of GDP","",NA,15.773,15.266,15.163,15.105,14.761,16.14,18.444,25.096,31.119,34.875,36.531,41.615,42.577,42.039,40.942,39.773,37.827,36.345,35.399,46.796,51.562
"178","Andorra","Gross domestic product corresponding to fiscal year, current prices","National currency","Billions",1.551,1.729,1.866,2.092,2.332,2.541,2.755,2.888,2.789,2.645,2.602,2.607,2.482,2.405,2.463,2.515,2.617,2.656,2.725,2.818,2.508,2.681
"179","Andorra","Current account balance","U.S. dollars","Billions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.568,0.41,0.473
"180","Andorra","Current account balance","Percent of GDP","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.01,14.336,14.736
"181","Angola","Gross domestic product, constant prices","National currency","Billions",561.76,585.388,665.385,685.279,760.338,874.608,975.606,1112.29,1236.49,1247.1,1307.7,1353.11,1468.69,1541.46,1615.8,1631.04,1588.96,1586.58,1554.12,1545.8,1462.56,1452.98
"182","Angola","Gross domestic product, constant prices","Percent change","",3.055,4.206,13.666,2.99,10.953,15.029,11.548,14.01,11.166,0.859,4.859,3.472,8.542,4.955,4.823,0.944,-2.58,-0.15,-2.045,-0.535,-5.385,-0.655
"183","Angola","GDP Domestic Currency","National currency","Billions",112.118,241.088,665.385,1328.94,1967.57,3222.35,4209.76,5006.34,6643.35,5577.34,7701.65,10500.94,12224.95,13195,14323.86,13950.29,16549.57,20245.35,25627.71,30833.45,33756.42,46144.35
"184","Angola","GDP U.S. Dollars","U.S. dollars","Billions",11.166,10.93,15.286,17.813,23.552,36.971,52.381,65.266,88.539,70.307,83.799,111.79,128.053,136.71,145.712,116.194,101.124,122.022,101.353,84.516,58.376,70.339
"185","Angola","Gross domestic product, current prices","Purchasing power parity; international dollars","Billions",53.636,57.151,65.974,69.288,78.94,93.652,107.69,126.095,142.863,145.013,153.887,162.539,186.124,199.866,220.365,204.604,204.875,217.805,218.446,221.164,211.775,217.97
"186","Angola","Gross domestic product, deflator","Index","",19.958,41.184,100,193.927,258.776,368.434,431.502,450.093,537.276,447.224,588.945,776.062,832.371,856.008,886.489,855.299,1041.53,1276.04,1649.01,1994.66,2308.04,3175.84
"187","Angola","Gross domestic product per capita, constant prices","National currency","Units",32806.18,33190.3,36627.17,36623.54,39451.4,44058.75,47715.06,52815.54,57002.85,55817.72,56825.27,57085.66,60157.28,61298.87,62383.57,61131.26,57774.09,55911.65,53132.45,51308.7,47131.58,45459.22
"188","Angola","Gross domestic product per capita, constant prices","Purchasing power parity; 2017 international dollar","Units",4503.63,4556.36,5028.17,5027.67,5415.88,6048.38,6550.31,7250.51,7825.34,7662.65,7800.96,7836.71,8258.38,8415.1,8564,8392.09,7931.22,7675.54,7294.01,7043.65,6470.21,6240.63
"189","Angola","GDP p.c. Domestic currency","National currency","Units",6547.54,13669.18,36627.17,71022.89,102090.71,162327.27,205891.69,237719.03,306262.73,249630,334669.57,443020.06,500731.6,524723.13,553023.4,522854.87,601736.74,713454.65,876160.79,1023431.73,1087817.27,1443713.02
"190","Angola","GDP p.c. U.S. Dollars","U.S. dollars","Units",652.11,619.697,841.42,951.969,1222.04,1862.42,2561.86,3099.09,4081.69,3146.8,3641.44,4716.25,5245.02,5436.52,5625.74,4354.92,3676.83,4300.1,3465.06,2805.26,1881.2,2200.68
"191","Angola","Gross domestic product per capita, current prices","Purchasing power parity; international dollars","Units",3132.3,3240.37,3631.64,3702.95,4095.95,4717.74,5266.91,5987.46,6586.08,6490.49,6687.07,6857.29,7623.61,7948.02,8507.96,7668.51,7449.18,7675.54,7468.25,7340.92,6824.55,6819.6
"193","Angola","Gross domestic product based on purchasing-power-parity (PPP) share of world total","Percent","",0.107,0.108,0.12,0.119,0.125,0.137,0.145,0.157,0.17,0.172,0.171,0.171,0.186,0.19,0.202,0.184,0.177,0.179,0.169,0.164,0.16,0.151
"194","Angola","Implied PPP conversion rate","National currency per current international dollar","",2.09,4.218,10.086,19.18,24.925,34.408,39.092,39.703,46.502,38.461,50.047,64.606,65.682,66.019,65.001,68.182,80.779,92.952,117.318,139.415,159.398,211.701
"195","Angola","Total investment","Percent of GDP","",30.88,30.88,30.493,30.451,30.894,27.557,23.301,25.731,30.804,42.821,28.197,26.424,26.668,26.143,27.5,34.202,27.215,24.151,21.203,20.844,24.812,23.098
"196","Angola","Gross national savings","Percent of GDP","",38.005,17.787,27.422,26.017,33.543,41.158,43.429,39.743,37.691,26.329,34.833,37.876,37.228,32.007,29.807,28.491,24.487,23.287,28.507,26.923,26.306,30.438
"197","Angola","Inflation, average consumer prices","Index","",2.707,6.838,14.284,28.313,40.637,49.968,56.616,63.551,71.472,81.278,93.047,105.594,116.454,126.681,135.927,148.377,193.92,251.795,301.218,352.664,431.227,536.393
"198","Angola","Inflation, average consumer prices","Percent change","",325.029,152.586,108.893,98.219,43.525,22.961,13.305,12.249,12.465,13.721,14.48,13.484,10.285,8.782,7.298,9.159,30.694,29.844,19.629,17.079,22.277,24.387
"199","Angola","Inflation, end of period consumer prices","Index","",4.401,9.508,19.548,34.514,45.217,53.596,60.139,67.221,76.074,86.714,100,111.376,121.447,130.782,140.588,157.587,222.395,275.028,326.194,381.299,477.015,582.032
"200","Angola","Inflation, end of period consumer prices","Percent change","",268.35,116.068,105.59,76.56,31.013,18.53,12.207,11.776,13.17,13.987,15.322,11.376,9.042,7.687,7.498,12.091,41.125,23.667,18.604,16.893,25.103,22.015
"202","Angola","Volume of imports of goods and services","Percent change","",3.965,13.854,-6.072,13.358,9.402,36.633,1.445,48.625,46.375,6.104,-21.724,10.929,7.204,8.576,10.504,-19.448,-30.63,5.8,-11.184,-11.38,-33.224,22.05
"203","Angola","Volume of Imports of goods","Percent change","",1.023,2.037,5.055,32.941,-3.648,37.43,-0.891,43.241,37.139,18.129,-32.011,8.635,20.378,12.379,10.149,-17.764,-35.305,6.548,5.89,-8.002,-33.586,22.05
"204","Angola","Volume of exports of goods and services","Percent change","",1.624,-2.578,23.562,-1.931,13.537,28.148,14.255,17.501,10.105,-2.64,-3.266,-5.404,3.838,0.064,-2.112,6.721,-1.971,-1.252,-10.724,-5.925,-7.335,-0.261
"205","Angola","Volume of exports of goods","Percent change","",1.624,-2.578,23.562,-1.578,13.226,30.262,9.97,22.12,10.307,-3.61,-3.425,-4.837,3.829,-0.752,-2.981,5.75,-0.815,-1.509,-9.584,-5.702,-6.421,-1.265
"208","Angola","Population","Persons","Millions",17.124,17.637,18.166,18.711,19.273,19.851,20.446,21.06,21.692,22.342,23.013,23.703,24.414,25.147,25.901,26.681,27.503,28.377,29.25,30.128,31.031,31.962
"209","Angola","General government revenue","National currency","Billions",48.051,90.32,190.836,394.898,609.686,1085.84,1685.03,2124.71,3217.43,2069.73,3295.49,4776.15,5053.8,4848.61,4402.64,3366.74,2899.97,3546.27,5859.96,6530.16,7052.76,10563.13
"210","Angola","General government revenue","Percent of GDP","",42.858,37.463,28.681,29.715,30.987,33.697,40.027,42.44,48.431,37.11,42.789,45.483,41.34,36.746,30.736,24.134,17.523,17.516,22.866,21.179,20.893,22.891
"211","Angola","General government total expenditure","National currency","Billions",45.484,82.661,207.753,457.154,586.399,854.785,1288.35,1908.84,3498.79,2510.2,3034.03,3927.55,4548.77,4888.69,5222.02,3773.71,3648.04,4879.69,5273.87,6290.94,7690.86,9076.22
"212","Angola","General government total expenditure","Percent of GDP","",40.568,34.287,31.223,34.4,29.803,26.527,30.604,38.129,52.666,45.007,39.394,37.402,37.209,37.05,36.457,27.051,22.043,24.103,20.579,20.403,22.783,19.669
"213","Angola","General government net lending/borrowing","National currency","Billions",2.567,7.658,-16.917,-62.256,23.287,231.059,396.677,215.87,-281.356,-440.464,261.463,848.602,505.037,-40.085,-819.375,-406.964,-748.074,-1333.42,586.09,239.217,-638.098,1486.92
"214","Angola","General government net lending/borrowing","Percent of GDP","",2.289,3.176,-2.542,-4.685,1.184,7.17,9.423,4.312,-4.235,-7.897,3.395,8.081,4.131,-0.304,-5.72,-2.917,-4.52,-6.586,2.287,0.776,-1.89,3.222
"215","Angola","General government structural balance","National currency","Billions",69.49,93.01,-124.799,-133.454,-12.88,84.159,179.138,10.724,-206.174,-241.958,186.873,288.124,-57.675,-315.895,-827.672,70.72,-342.685,-930.416,939.352,513.165,-17.015,1134.96
"216","Angola","General government structural balance","Percent of potential GDP","",NA,NA,-61.664,-13.341,-0.714,3.214,5.184,0.248,-3.915,-3.845,2.507,3.279,-0.558,-2.603,-5.794,0.419,-1.718,-3.941,3.371,1.569,-0.045,2.582
"217","Angola","General government primary net lending/borrowing","National currency","Billions",7.54,17.478,-1.385,-43.252,61.076,279.643,450.016,269.528,-158.7,-337.328,350.999,943.251,610.322,59.02,-669.879,-158.494,-277.674,-599.942,1800,1959.87,1661.67,4037.62
"218","Angola","General government primary net lending/borrowing","Percent of GDP","",6.725,7.25,-0.208,-3.255,3.104,8.678,10.69,5.384,-2.389,-6.048,4.557,8.983,4.992,0.447,-4.677,-1.136,-1.678,-2.963,7.024,6.356,4.923,8.75
"221","Angola","General government gross debt","National currency","Billions",150.141,273.646,490.63,770.358,938.867,1078.33,788.437,1053.51,2084.57,3140.17,2862.15,3103.84,3262.91,4374.03,5702.31,7964.65,12521.84,14034.66,23832.49,35012.67,46090.59,47857.56
"222","Angola","General government gross debt","Percent of GDP","",133.914,113.505,73.736,57.968,47.717,33.464,18.729,21.043,31.378,56.302,37.163,29.558,26.691,33.149,39.81,57.093,75.663,69.323,92.995,113.554,136.539,103.713
"223","Angola","Gross domestic product corresponding to fiscal year, current prices","National currency","Billions",112.118,241.088,665.385,1328.94,1967.57,3222.35,4209.76,5006.34,6643.35,5577.34,7701.65,10500.94,12224.95,13195,14323.86,13950.29,16549.57,20245.35,25627.71,30833.45,33756.42,46144.35
"224","Angola","Current account balance","U.S. dollars","Billions",0.796,-1.431,-0.15,-0.72,0.681,5.138,10.69,10.581,7.194,-7.572,7.506,13.085,13.853,8.348,-3.746,-10.272,-3.085,-0.633,7.403,5.137,0.872,5.163
"225","Angola","Current account balance","Percent of GDP","",7.125,-13.092,-0.982,-4.04,2.892,13.897,20.408,16.212,8.126,-10.769,8.957,11.705,10.818,6.107,-2.571,-8.84,-3.051,-0.519,7.304,6.079,1.494,7.34
"226","Antigua and Barbuda","Gross domestic product, constant prices","National currency","Billions",2.407,2.298,2.322,2.463,2.605,2.773,3.126,3.417,3.416,3.008,2.772,2.718,2.809,2.792,2.898,3.009,3.175,3.274,3.502,3.668,2.934,2.962
"227","Antigua and Barbuda","Gross domestic product, constant prices","Percent change","",6.203,-4.548,1.028,6.076,5.767,6.475,12.707,9.316,-0.014,-11.963,-7.841,-1.959,3.372,-0.601,3.797,3.824,5.498,3.144,6.95,4.747,-20.031,0.965
"228","Antigua and Barbuda","GDP Domestic Currency","National currency","Billions",2.231,2.161,2.199,2.312,2.483,2.762,3.126,3.544,3.699,3.316,3.101,3.072,3.24,3.19,3.374,3.609,3.879,3.964,4.334,4.554,3.699,3.794
"229","Antigua and Barbuda","GDP U.S. Dollars","U.S. dollars","Billions",0.826,0.8,0.814,0.856,0.92,1.023,1.158,1.313,1.37,1.228,1.149,1.138,1.2,1.181,1.25,1.337,1.437,1.468,1.605,1.687,1.37,1.405
"230","Antigua and Barbuda","Gross domestic product, current prices","Purchasing power parity; international dollars","Billions",1.279,1.248,1.281,1.385,1.504,1.652,1.919,2.155,2.196,1.946,1.815,1.816,1.772,1.72,1.762,1.77,1.883,1.893,2.073,2.21,1.789,1.871
"231","Antigua and Barbuda","Gross domestic product, deflator","Index","",92.68,94.055,94.713,93.896,95.34,99.593,100,103.734,108.279,110.267,111.892,113.029,115.329,114.237,116.421,119.936,122.18,121.044,123.768,124.147,126.103,128.098
"232","Antigua and Barbuda","Gross domestic product per capita, constant prices","National currency","Units",31845.59,29887.63,29872.51,31349.33,32803.31,34554.35,38529.31,41669.12,41218.52,35900.2,32732.23,31759.56,32333.45,31652.67,32357.02,33085.79,34376.51,34920.55,36782.2,37954.37,29905.5,29757.12
"233","Antigua and Barbuda","Gross domestic product per capita, constant prices","Purchasing power parity; 2017 international dollar","Units",18412.73,17280.66,17271.92,18125.8,18966.47,19978.9,22277.17,24092.57,23832.04,20757.05,18925.37,18362.98,18694.8,18301.18,18708.43,19129.79,19876.07,20190.63,21267.02,21944.75,17290.99,17205.2
